Nodes,Repetition,System Time,Object at Room,Worst Distance,Rooms Explored (Optimal),Traveled Distance (Optimal),Rooms Explored (Worst),Traveled Distance (Worst),Rooms Explored (OptimalExpected),Traveled Distance (OptimalExpected),Rooms Explored (WorstExpected),Traveled Distance (WorstExpected),Rooms Explored (MostProbable),Traveled Distance (MostProbable),Rooms Explored (Closest),Traveled Distance (Closest),Rooms Explored (Random),Traveled Distance (Random),Rooms Explored (MCTS-UCT),Traveled Distance (MCTS-UCT),Rooms Explored (ExpectedDistanceFixed),Traveled Distance (ExpectedDistanceFixed),Rooms Explored (ExpectedDistanceMurrieta),Traveled Distance (ExpectedDistanceMurrieta),Rooms Explored (ExpectedDistanceSimple),Traveled Distance (ExpectedDistanceSimple)
3,0,1415075064,1,2738.96,3,2347.89,2,1256.41,2,1256.41,3,2347.89,2,1256.41,3,2347.89,3,2347.89,2,1256.41,2,1256.41,2,1256.41,2,1256.41
3,1,1415075064,1,2738.96,3,2347.89,2,1256.41,2,1256.41,3,2347.89,2,1256.41,3,2347.89,3,2347.89,2,1256.41,2,1256.41,2,1256.41,2,1256.41
3,2,1415075064,1,2738.96,3,2347.89,2,1256.41,2,1256.41,3,2347.89,2,1256.41,3,2347.89,3,2347.89,2,1256.41,2,1256.41,2,1256.41,2,1256.41
3,3,1415075064,0,2738.96,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3,4,1415075064,1,2738.96,3,2347.89,2,1256.41,2,1256.41,3,2347.89,2,1256.41,3,2347.89,3,2347.89,2,1256.41,2,1256.41,2,1256.41,2,1256.41
3,5,1415075064,1,2738.96,3,2347.89,2,1256.41,2,1256.41,3,2347.89,2,1256.41,3,2347.89,3,2347.89,2,1256.41,2,1256.41,2,1256.41,2,1256.41
3,6,1415075064,1,2738.96,3,2347.89,2,1256.41,2,1256.41,3,2347.89,2,1256.41,3,2347.89,3,2347.89,2,1256.41,2,1256.41,2,1256.41,2,1256.41
3,7,1415075064,1,2738.96,3,2347.89,2,1256.41,2,1256.41,3,2347.89,2,1256.41,3,2347.89,3,2347.89,2,1256.41,2,1256.41,2,1256.41,2,1256.41
3,8,1415075064,1,2738.96,3,2347.89,2,1256.41,2,1256.41,3,2347.89,2,1256.41,3,2347.89,3,2347.89,2,1256.41,2,1256.41,2,1256.41,2,1256.41
3,9,1415075064,0,2738.96,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3,10,1415075064,1,2738.96,3,2347.89,2,1256.41,2,1256.41,3,2347.89,2,1256.41,3,2347.89,3,2347.89,2,1256.41,2,1256.41,2,1256.41,2,1256.41
3,11,1415075064,0,2738.96,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3,12,1415075064,0,2738.96,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
