Nodes,Repetition,System Time,Object at Room,Worst Distance,Rooms Explored (Optimal),Traveled Distance (Optimal),Rooms Explored (Worst),Traveled Distance (Worst),Rooms Explored (OptimalExpected),Traveled Distance (OptimalExpected),Rooms Explored (WorstExpected),Traveled Distance (WorstExpected),Rooms Explored (MostProbable),Traveled Distance (MostProbable),Rooms Explored (Closest),Traveled Distance (Closest),Rooms Explored (Random),Traveled Distance (Random),Rooms Explored (ExpectedTimeFixed),Traveled Distance (ExpectedTimeFixed),Rooms Explored (ExpectedTimeVariable),Traveled Distance (ExpectedTimeVariable)
2,0,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,1,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,2,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,3,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,4,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,5,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,6,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,7,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,8,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,9,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,10,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,11,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,12,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,13,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,14,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,15,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,16,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,17,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,18,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,19,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,20,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,21,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,22,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,23,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,24,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,25,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,26,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,27,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,28,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,29,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,30,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,31,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,32,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,33,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,34,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,35,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,36,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,37,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,38,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,39,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,40,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,41,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,42,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,43,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,44,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,45,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,46,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,47,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,48,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,49,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,50,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,51,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,52,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,53,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,54,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,55,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,56,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,57,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,58,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,59,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,60,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,61,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,62,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,63,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,64,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,65,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,66,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,67,1412572042,0,128.31,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,68,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
2,69,1412572042,1,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31,2,128.31
